4.2465,217.4291667,-62.67944444,,,
4.3441,219.9020833,-60.83388889,,,
4.3441,219.89625,-60.83722222,,,
5.9629,269.4520833,4.693333333,,,
6.5029,162.32875,-53.31944444,,,
6.5029,162.32875,-53.31944444,,,
7.43,133.795,-7.245277778,,,
7.8558,164.1216667,7.014722222,,,
8.3044,165.8341667,35.97,,,
8.7094,101.2870833,-16.71611111,,,
8.7094,101.2870833,-16.71611111,,,
8.724,24.75541667,-17.95027778,,,
8.724,24.75541667,-17.95027778,,,
9.7063,282.4558333,-23.83611111,,,
10.3057,355.4779167,44.175,,,
10.4749,53.2325,-9.458333333,,,
10.7241,346.4666667,-35.85305556,,,
11.0074,176.935,0.804444444,,,
11.109,339.6391667,-15.29916667,,,
11.109,339.6391667,-15.29916667,,,
11.109,339.6391667,-15.29916667,,,
11.402,114.8254167,5.225,,,
11.402,114.8254167,5.225,,,
11.4039,316.7245833,38.74944444,,,
11.4039,316.7304167,38.74194444,,,
11.4908,280.6945833,59.63027778,,,
11.4908,280.6954167,59.62694444,,,
11.6191,4.595416667,44.02305556,,,
11.6191,4.595416667,44.02305556,,,
11.6797,127.45625,26.77694444,,,
11.867,330.8404167,-56.78611111,,,
11.867,331.04375,-56.78277778,,,
11.867,331.04375,-56.78277778,,,
11.9118,26.01708333,-15.9375,,,
11.9839,53.99875,-44.5125,,,
12.1222,18.1275,-16.99888889,,,
12.3485,111.8520833,5.225833333,,,
12.497,43.25375,16.88138889,,,
12.8308,77.91916667,-45.01833333,,,
12.9472,319.31375,-38.8675,,,
13.0638,281.2720833,-63.96333333,,,
13.0638,281.2608333,-63.96444444,,,
13.0724,336.9979167,57.69583333,,,
13.0724,336.9979167,57.69583333,,,
13.1932,162.06125,-39.935,,,
13.363,97.3475,-2.813888889,,,
13.363,97.3475,-2.813888889,,,
13.43,110.61375,-5.675,,,
14.05,247.5754167,-12.6625,,,
14.0718,12.29125,5.388611111,,,
14.1747,1.351666667,-37.3575,,,
14.578,30.055,13.05222222,,,
14.595,188.3216667,9.020833333,,,
14.595,188.3216667,9.020833333,,,
14.8395,264.1079167,68.33916667,,,
14.8492,262.16625,-46.89527778,,,
14.8706,162.0525,-11.33722222,,,
15.1226,176.42875,-64.84138889,,,
15.2001,298.4758333,44.41527778,,,
15.2001,298.48,44.41555556,,,
15.2001,298.4758333,44.41527778,,,
15.22,265.3508333,25.88861111,,,
15.2382,343.3195833,-14.26361111,,,
15.45,249.9204167,-68.79611111,,,
15.7586,161.0883333,-61.21,,,
15.806,1.6825,-7.539444444,,,
15.877,43.76541667,-47.01444444,,,
15.8857,152.8420833,49.45416667,,,
15.9969,166.3691667,43.52666667,,,
15.9969,166.3766667,43.52166667,,,
16.1939,154.9016667,19.86944444,,,
16.2005,323.3916667,-49.00888889,,,
15.9969,166.3691667,43.52666667,,,
15.9969,166.3766667,43.52166667,,,
16.1939,154.9016667,19.86944444,,,
16.2005,323.3916667,-49.00888889,,,
16.3328,264.2654167,-44.31916667,,,
16.333,63.81791667,-7.652777778,,,
16.333,63.84083333,-7.658055556,,,
16.333,63.83958333,-7.656111111,,,
16.4761,341.7070833,44.33388889,,,
16.7074,271.3641667,2.499722222,,,
16.7074,271.3645833,2.498888889,,,
16.73,297.6958333,8.868333333,,,
16.8,134.5633333,19.76305556,,,
16.856,226.7183333,-0.456944444,,,
16.9861,90.01458333,2.706666667,,,
17.002,124.3754167,-61.92111111,,,
17.1368,176.9225,78.69111111,,,
17.3738,235.18125,-51.02666667,,,
17.41,144.8979167,-24.80777778,,,
17.5309,75.48916667,-6.946111111,,,
17.7263,206.4325,14.89138889,,,
17.9925,67.79791667,58.97694444,,,
17.9925,67.8025,58.97805556,,,
18.2,168.71375,-26.30666667,,,
18.2146,103.7041667,33.26805556,,,
18.3305,313.1375,-16.97472222,,,
18.49,57.50125,-56.975,,,
18.5534,278.9079167,32.99861111,,,
18.6042,82.86416667,-3.677222222,,,
18.62,63.83125,-9.585277778,,,
18.7906,92.64416667,-21.86472222,,,
18.7993,293.09,69.66111111,,,
18.8883,85.53875,12.48916667,,,
19.1987,224.3666667,-21.41555556,,,
19.2078,266.635,-57.31916667,,,
19.2724,290.2,-45.55833333,,,
19.2745,357.3020833,2.401111111,,,
19.2922,289.2304167,5.168888889,,,
19.2922,289.24,5.150555556,,,
19.2996,233.05375,-41.27555556,,,
19.3314,12.27625,57.81527778,,,
19.4185,258.8370833,-26.6025,,,
19.4185,258.8375,-26.60277778,,,
19.4185,259.0558333,-26.54611111,,,
19.533,116.1675,3.5525,,,
19.54,235.465,-22.84027778,,,
19.577,3.867083333,-16.13388889,,,
19.609,302.7997083,-36.10111111,,,
19.7045,49.98208333,-43.06972222,,,
19.7414,107.5075,-8.529444444,,,
19.893,302.1816667,-66.18194444,,,
19.955,24.2375,9.563055556,,,
19.96,144.3954167,-9.528055556,,,
20.1062,303.4725,-45.16388889,,,
20.17,332.27375,27.19555556,,,
20.2588,267.0341667,70.87638889,,,
20.3947,218.57,-12.51944444,,,
20.4277,352.9675,19.93722222,,,
20.4277,352.9691667,19.93722222,,,
20.5494,229.8616667,-7.722222222,,,
20.62,211.32625,55.5725,,,
20.6575,138.595,-2.686666667,,,
20.7388,135.0983333,21.83472222,,,
20.82,258.0329583,45.66583333,,,
20.94,225.8316667,25.42222222,,,
20.9615,54.89666667,-35.42888889,,,
